"Study_ID","Citation","Data Source Notes","SAR_TYPE","Island.Type","Study location","Biogeo_realm","Island_area","Species Richness"
"10","Schoereder, J. H., Galbiati, C., Ribas, C. R., Sobrinho, T. G., Sperber, C. F., DeSouza, O., & Lopes-Andrade, C. (2004). Should we use proportional sampling for species-area studies? Journal of Biogeography, 31(8), 1219–1226. https://doi.org/10.1111/j.1365-2699.2004.01113.x",NA,"Mainland","Habitat-Patches","Vicosam, Brazil","Neotropic",8.56,23
"10","Schoereder, J. H., Galbiati, C., Ribas, C. R., Sobrinho, T. G., Sperber, C. F., DeSouza, O., & Lopes-Andrade, C. (2004). Should we use proportional sampling for species-area studies? Journal of Biogeography, 31(8), 1219–1226. https://doi.org/10.1111/j.1365-2699.2004.01113.x",NA,"Mainland","Habitat-Patches","Vicosam, Brazil","Neotropic",30.13,38
"10","Schoereder, J. H., Galbiati, C., Ribas, C. R., Sobrinho, T. G., Sperber, C. F., DeSouza, O., & Lopes-Andrade, C. (2004). Should we use proportional sampling for species-area studies? Journal of Biogeography, 31(8), 1219–1226. https://doi.org/10.1111/j.1365-2699.2004.01113.x",NA,"Mainland","Habitat-Patches","Vicosam, Brazil","Neotropic",39.21,47
"10","Schoereder, J. H., Galbiati, C., Ribas, C. R., Sobrinho, T. G., Sperber, C. F., DeSouza, O., & Lopes-Andrade, C. (2004). Should we use proportional sampling for species-area studies? Journal of Biogeography, 31(8), 1219–1226. https://doi.org/10.1111/j.1365-2699.2004.01113.x",NA,"Mainland","Habitat-Patches","Vicosam, Brazil","Neotropic",46.16,58
"10","Schoereder, J. H., Galbiati, C., Ribas, C. R., Sobrinho, T. G., Sperber, C. F., DeSouza, O., & Lopes-Andrade, C. (2004). Should we use proportional sampling for species-area studies? Journal of Biogeography, 31(8), 1219–1226. https://doi.org/10.1111/j.1365-2699.2004.01113.x",NA,"Mainland","Habitat-Patches","Vicosam, Brazil","Neotropic",60.53,59
"10","Schoereder, J. H., Galbiati, C., Ribas, C. R., Sobrinho, T. G., Sperber, C. F., DeSouza, O., & Lopes-Andrade, C. (2004). Should we use proportional sampling for species-area studies? Journal of Biogeography, 31(8), 1219–1226. https://doi.org/10.1111/j.1365-2699.2004.01113.x",NA,"Mainland","Habitat-Patches","Vicosam, Brazil","Neotropic",93.37,77
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0019",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",2.59e+08,19
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0020",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",2.59e+08,36
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0021",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",1.77e+08,37
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0022",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",8.7e+07,47
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0023",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",6.99e+08,53
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0024",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",3.132e+09,67
"11","Wetterer, J. K. (2002). Ants of Tonga. Pacific Science, 56(2), 125–135. https://doi.org/10.1353/psc.2002.0025",NA,"Insular","Oceanic","Kingdom of Tonga","Oceania",1.8272e+10,88
"12","Trainor, C. R., & Andersen, A. N. (2010). The ant fauna of Timor and neighbouring islands: Potential bridges between the disjunct faunas of South East Asia and Australia. Australian Journal of Zoology, 58(3), 133–144. https://doi.org/10.1071/ZO09113",NA,"Insular","Oceanic","Timor","Indomalaya",1.27e+09,12
"12","Trainor, C. R., & Andersen, A. N. (2010). The ant fauna of Timor and neighbouring islands: Potential bridges between the disjunct faunas of South East Asia and Australia. Australian Journal of Zoology, 58(3), 133–144. https://doi.org/10.1071/ZO09114",NA,"Insular","Oceanic","Timor","Indomalaya",1.44e+08,15
"12","Trainor, C. R., & Andersen, A. N. (2010). The ant fauna of Timor and neighbouring islands: Potential bridges between the disjunct faunas of South East Asia and Australia. Australian Journal of Zoology, 58(3), 133–144. https://doi.org/10.1071/ZO09115",NA,"Insular","Oceanic","Timor","Indomalaya",7.28e+08,27
"12","Trainor, C. R., & Andersen, A. N. (2010). The ant fauna of Timor and neighbouring islands: Potential bridges between the disjunct faunas of South East Asia and Australia. Australian Journal of Zoology, 58(3), 133–144. https://doi.org/10.1071/ZO09116",NA,"Insular","Oceanic","Timor","Indomalaya",2.125e+09,36
"12","Trainor, C. R., & Andersen, A. N. (2010). The ant fauna of Timor and neighbouring islands: Potential bridges between the disjunct faunas of South East Asia and Australia. Australian Journal of Zoology, 58(3), 133–144. https://doi.org/10.1071/ZO09117",NA,"Insular","Oceanic","Timor","Indomalaya",3.9e+09,48
"12","Trainor, C. R., & Andersen, A. N. (2010). The ant fauna of Timor and neighbouring islands: Potential bridges between the disjunct faunas of South East Asia and Australia. Australian Journal of Zoology, 58(3), 133–144. https://doi.org/10.1071/ZO09118",NA,"Insular","Oceanic","Timor","Indomalaya",3.0777e+10,111
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4156",NA,"Insular","Oceanic","Solomon","Australasia",2e+06,1
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4157",NA,"Insular","Oceanic","Solomon","Australasia",5e+06,1
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4158",NA,"Insular","Oceanic","Solomon","Australasia",49309000,2
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4159",NA,"Insular","Oceanic","Solomon","Australasia",1.84e+08,2
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4160",NA,"Insular","Oceanic","Solomon","Australasia",2.08e+08,2
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4161",NA,"Insular","Oceanic","Solomon","Australasia",1.73e+08,2
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4162",NA,"Insular","Oceanic","Solomon","Australasia",5.09e+08,3
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4163",NA,"Insular","Oceanic","Solomon","Australasia",700106,4
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4164",NA,"Insular","Oceanic","Solomon","Australasia",1.5e+09,4
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4165",NA,"Insular","Oceanic","Solomon","Australasia",5620000,4
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4166",NA,"Insular","Oceanic","Solomon","Australasia",183000,7
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4167",NA,"Insular","Oceanic","Solomon","Australasia",629900000,7
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4168",NA,"Insular","Oceanic","Solomon","Australasia",368264,8
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4169",NA,"Insular","Oceanic","Solomon","Australasia",15700000,8
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4170",NA,"Insular","Oceanic","Solomon","Australasia",2970700000,11
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4171",NA,"Insular","Oceanic","Solomon","Australasia",3.1e+07,12
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4172",NA,"Insular","Oceanic","Solomon","Australasia",4.11e+08,16
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4173",NA,"Insular","Oceanic","Solomon","Australasia",687800000,17
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4174",NA,"Insular","Oceanic","Solomon","Australasia",2.036e+09,18
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4175",NA,"Insular","Oceanic","Solomon","Australasia",30200000,18
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4176",NA,"Insular","Oceanic","Solomon","Australasia",2080000,21
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4177",NA,"Insular","Oceanic","Solomon","Australasia",2.19e+08,28
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4178",NA,"Insular","Oceanic","Solomon","Australasia",6370000,29
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4179",NA,"Insular","Oceanic","Solomon","Australasia",16094186,32
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4180",NA,"Insular","Oceanic","Solomon","Australasia",5.06e+08,32
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4181",NA,"Insular","Oceanic","Solomon","Australasia",43980000,38
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4182",NA,"Insular","Oceanic","Solomon","Australasia",660100000,66
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4183",NA,"Insular","Oceanic","Solomon","Australasia",2.999e+09,68
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4184",NA,"Insular","Oceanic","Solomon","Australasia",4.307e+09,71
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4185",NA,"Insular","Oceanic","Solomon","Australasia",5301700000,107
"13","Sarnat, E., Blanchard, B., Guénard, B., Fasi, J., & Economo, E. (2013). Checklist of the ants (Hymenoptera, Formicidae) of the Solomon Islands and a new survey of Makira Island. ZooKeys, 257, 47–88. https://doi.org/10.3897/zookeys.257.4186",NA,"Insular","Oceanic","Solomon","Australasia",1.23e+09,142
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",62000,1
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",68000,2
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",520000,4
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",120000,4
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",91000,4
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",55000,4
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",1550000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",56000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",15000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",120000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",550000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",150000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",180000,5
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",6e+05,6
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",37000,7
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",61000,8
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",110000,8
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",3190000,8
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",580000,8
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",2820000,9
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",460000,9
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",2e+05,10
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",710000,10
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",3060000,14
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",41140000,15
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",2460000,15
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",3920000,19
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",7470000,22
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",12680000,29
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",21200000,29
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",81810000,31
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",93990000,40
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",22830000,41
"15","Woinarski, J. C. ., Reichel, H., & Andersen, A. N. (1998). The distribution of ants on the Wessel and English Company Islands, in the seasonal tropics of Australia’s Northern Territory. Australian Journal of Zoology, 46, 557–578.",NA,"Insular","Continental","Wesell and English Islands Company groups","Australasia",209730000,45
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",1.02e+08,7
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",2.18e+08,7
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",2.8e+08,11
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",5.2e+07,13
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",1.78e+09,15
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",6.16e+08,16
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",3e+08,19
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",1.116e+09,20
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",2.6e+07,26
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",7.28e+08,28
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",8.3e+07,39
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",8.897e+09,56
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",1.3864e+10,59
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",1.0991e+10,59
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",7.619e+10,88
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",1.15e+11,146
